,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,hdi_category,stringency_category,aged_65_older_category,density_category
13202,BRA,South America,Brazil,2020-10-16,5200300.0,30914.0,20630.286,153214.0,754.0,510.714,24465.16,145.437,97.057,720.806,3.5469999999999997,2.403,0.96,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13203,BRA,South America,Brazil,2020-10-17,5224362.0,24062.0,20246.429,153675.0,461.0,496.714,24578.362,113.20100000000001,95.251,722.9739999999999,2.169,2.3369999999999997,0.96,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13204,BRA,South America,Brazil,2020-10-18,5224362.0,0.0,18483.286,153675.0,0.0,455.286,24578.362,0.0,86.956,722.9739999999999,0.0,2.142,0.97,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13205,BRA,South America,Brazil,2020-10-19,5250727.0,26365.0,21045.571,154176.0,501.0,498.14300000000003,24702.397,124.036,99.01,725.331,2.3569999999999998,2.344,0.98,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13206,BRA,South America,Brazil,2020-10-20,5273954.0,23227.0,22903.714,154837.0,661.0,548.429,24811.67,109.273,107.75200000000001,728.441,3.11,2.58,0.98,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13207,BRA,South America,Brazil,2020-10-21,5298772.0,24818.0,22558.429,155403.0,566.0,522.286,24928.428,116.758,106.12799999999999,731.1039999999999,2.6630000000000003,2.457,0.98,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13208,BRA,South America,Brazil,2020-10-22,5323630.0,24858.0,22034.857000000004,155900.0,497.0,491.42900000000003,25045.374,116.946,103.664,733.442,2.338,2.312,0.99,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13209,BRA,South America,Brazil,2020-10-23,5353656.0,30026.0,21908.0,156471.0,571.0,465.286,25186.634,141.259,103.068,736.128,2.6860000000000004,2.189,0.99,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13210,BRA,South America,Brazil,2020-10-24,5380635.0,26979.0,22324.714,156903.0,432.0,461.14300000000003,25313.557999999997,126.925,105.02799999999999,738.1610000000001,2.032,2.169,1.0,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13211,BRA,South America,Brazil,2020-10-25,5394128.0,13493.0,24252.286,157134.0,231.0,494.14300000000003,25377.037,63.479,114.09700000000001,739.247,1.087,2.325,1.0,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13212,BRA,South America,Brazil,2020-10-26,5409854.0,15726.0,22732.429,157397.0,263.0,460.14300000000003,25451.021,73.984,106.946,740.485,1.237,2.165,1.0,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13213,BRA,South America,Brazil,2020-10-27,5439641.0,29787.0,23669.571,157946.0,549.0,444.14300000000003,25591.156000000003,140.135,111.355,743.068,2.583,2.089,0.99,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13214,BRA,South America,Brazil,2020-10-28,5468270.0,28629.0,24214.0,158456.0,510.0,436.14300000000003,25725.842999999997,134.687,113.916,745.467,2.399,2.052,0.98,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13215,BRA,South America,Brazil,2020-10-29,5494376.0,26106.0,24392.286,158969.0,513.0,438.42900000000003,25848.661,122.81700000000001,114.755,747.88,2.4130000000000003,2.063,0.97,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13216,BRA,South America,Brazil,2020-10-30,5516658.0,22282.0,23286.0,159477.0,508.0,429.42900000000003,25953.487999999998,104.82700000000001,109.551,750.27,2.39,2.02,0.97,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13217,BRA,South America,Brazil,2020-10-31,5535605.0,18947.0,22138.571,159884.0,407.0,425.85699999999997,26042.625,89.137,104.152,752.185,1.915,2.003,0.97,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13218,BRA,South America,Brazil,2020-11-01,5545705.0,10100.0,21653.857000000004,160074.0,190.0,420.0,26090.141,47.516000000000005,101.87200000000001,753.079,0.894,1.976,0.97,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13219,BRA,South America,Brazil,2020-11-02,5554206.0,8501.0,20621.714,160253.0,179.0,408.0,26130.135,39.994,97.016,753.921,0.8420000000000001,1.919,0.97,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13220,BRA,South America,Brazil,2020-11-03,5566049.0,11843.0,18058.286,160496.0,243.0,364.286,26185.851000000002,55.716,84.956,755.064,1.143,1.714,0.98,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13221,BRA,South America,Brazil,2020-11-04,5590025.0,23976.0,17393.571,161106.0,610.0,378.57099999999997,26298.647999999997,112.79700000000001,81.829,757.934,2.87,1.781,1.0,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13222,BRA,South America,Brazil,2020-11-05,5590025.0,0.0,13664.143,161106.0,0.0,305.286,26298.647999999997,0.0,64.28399999999999,757.934,0.0,1.436,1.02,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13223,BRA,South America,Brazil,2020-11-06,5631181.0,41156.0,16360.428999999998,162015.0,909.0,362.57099999999997,26492.269,193.62099999999998,76.969,762.21,4.276,1.706,1.07,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13224,BRA,South America,Brazil,2020-11-07,5653561.0,22380.0,16850.857,162269.0,254.0,340.714,26597.557,105.288,79.27600000000001,763.405,1.195,1.6030000000000002,1.09,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13225,BRA,South America,Brazil,2020-11-08,5664115.0,10554.0,16915.714,162397.0,128.0,331.85699999999997,26647.209,49.652,79.581,764.008,0.602,1.561,1.11,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13226,BRA,South America,Brazil,2020-11-09,5675032.0,10917.0,17260.857,162628.0,231.0,339.286,26698.569,51.36,81.205,765.0939999999999,1.087,1.5959999999999999,1.13,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13227,BRA,South America,Brazil,2020-11-10,5699005.0,23973.0,18993.714,162802.0,174.0,329.42900000000003,26811.351000000002,112.78299999999999,89.35700000000001,765.913,0.8190000000000001,1.55,1.15,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13228,BRA,South America,Brazil,2020-11-11,5747660.0,48655.0,22519.286,163368.0,566.0,323.143,27040.252,228.90099999999998,105.943,768.576,2.6630000000000003,1.52,1.17,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13229,BRA,South America,Brazil,2020-11-12,5781582.0,33922.0,27365.286,164281.0,913.0,453.57099999999997,27199.84,159.588,128.74200000000002,772.8710000000001,4.295,2.134,1.17,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13230,BRA,South America,Brazil,2020-11-13,5810652.0,29070.0,25638.714,164737.0,456.0,388.85699999999997,27336.602000000003,136.762,120.619,775.0160000000001,2.145,1.829,1.17,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13231,BRA,South America,Brazil,2020-11-14,5848959.0,38307.0,27914.0,165658.0,921.0,484.14300000000003,27516.82,180.218,131.32299999999998,779.3489999999999,4.333,2.278,1.16,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13232,BRA,South America,Brazil,2020-11-15,5863093.0,14134.0,28425.429,165798.0,140.0,485.85699999999997,27583.314,66.494,133.72899999999998,780.008,0.659,2.286,1.16,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13233,BRA,South America,Brazil,2020-11-16,5876464.0,13371.0,28776.0,166014.0,216.0,483.714,27646.218999999997,62.905,135.379,781.0239999999999,1.016,2.276,1.15,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13234,BRA,South America,Brazil,2020-11-17,5911758.0,35294.0,30393.286,166699.0,685.0,556.714,27812.262000000002,166.043,142.987,784.247,3.2230000000000003,2.6189999999999998,1.15,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13235,BRA,South America,Brazil,2020-11-18,5945849.0,34091.0,28312.714,167455.0,756.0,583.857,27972.646,160.38299999999998,133.19899999999998,787.803,3.557,2.747,1.15,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13236,BRA,South America,Brazil,2020-11-19,5981767.0,35918.0,28597.857000000004,168061.0,606.0,540.0,28141.624,168.979,134.541,790.654,2.8510000000000004,2.54,1.15,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13237,BRA,South America,Brazil,2020-11-20,6020164.0,38397.0,29930.286,168613.0,552.0,553.714,28322.265,180.641,140.809,793.2510000000001,2.597,2.605,1.14,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13238,BRA,South America,Brazil,2020-11-21,6052786.0,32622.0,29118.142999999996,168989.0,376.0,475.85699999999997,28475.737999999998,153.472,136.988,795.02,1.7690000000000001,2.239,1.14,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13239,BRA,South America,Brazil,2020-11-22,6071401.0,18615.0,29758.286,169183.0,194.0,483.57099999999997,28563.313,87.57600000000001,140.0,795.933,0.9129999999999999,2.275,1.14,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13240,BRA,South America,Brazil,2020-11-23,6087608.0,16207.0,30163.429,169485.0,302.0,495.85699999999997,28639.56,76.247,141.906,797.3539999999999,1.421,2.333,1.14,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13241,BRA,South America,Brazil,2020-11-24,6118708.0,31100.0,29564.286,170115.0,630.0,488.0,28785.872000000003,146.312,139.08700000000002,800.317,2.964,2.296,1.14,54.17,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13242,BRA,South America,Brazil,2020-11-25,6166606.0,47898.0,31536.714,170769.0,654.0,473.42900000000003,29011.212000000003,225.33900000000003,148.36700000000002,803.3939999999999,3.077,2.227,1.15,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13243,BRA,South America,Brazil,2020-11-26,6204220.0,37614.0,31779.0,171460.0,691.0,485.57099999999997,29188.168999999998,176.958,149.506,806.645,3.2510000000000003,2.2840000000000003,1.15,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13244,BRA,South America,Brazil,2020-11-27,6238350.0,34130.0,31169.429,171974.0,514.0,480.14300000000003,29348.736,160.567,146.639,809.063,2.418,2.259,1.15,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13245,BRA,South America,Brazil,2020-11-28,6290272.0,51922.0,33926.571,172561.0,587.0,510.286,29593.007,244.271,159.61,811.825,2.762,2.401,1.16,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13246,BRA,South America,Brazil,2020-11-29,6314740.0,24468.0,34762.714,172833.0,272.0,521.429,29708.118,115.111,163.54399999999998,813.1039999999999,1.28,2.4530000000000003,1.16,57.87,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Baixa_estringencia,População com muitos velhos,Pouco Povoado
13247,BRA,South America,Brazil,2020-11-30,6335878.0,21138.0,35467.143,173120.0,287.0,519.286,29807.563,99.445,166.858,814.455,1.35,2.443,1.15,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13248,BRA,South America,Brazil,2020-12-01,6386787.0,50909.0,38297.0,173817.0,697.0,528.857,30047.068,239.505,180.171,817.7339999999999,3.279,2.488,1.15,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13249,BRA,South America,Brazil,2020-12-02,6436650.0,49863.0,38577.714,174515.0,698.0,535.143,30281.652000000002,234.584,181.49099999999999,821.018,3.284,2.5180000000000002,1.14,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13250,BRA,South America,Brazil,2020-12-03,6487084.0,50434.0,40409.143,175270.0,755.0,544.286,30518.922000000002,237.27,190.108,824.569,3.552,2.5610000000000004,1.13,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13251,BRA,South America,Brazil,2020-12-04,6533968.0,46884.0,42231.143,175964.0,694.0,570.0,30739.491,220.56900000000002,198.679,827.834,3.265,2.682,1.13,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13252,BRA,South America,Brazil,2020-12-05,6577177.0,43209.0,40986.429,176628.0,664.0,581.0,30942.77,203.28,192.82299999999998,830.9580000000001,3.1239999999999997,2.733,1.12,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13253,BRA,South America,Brazil,2020-12-06,6603540.0,26363.0,41257.143,176941.0,313.0,586.857,31066.797000000002,124.027,194.097,832.431,1.473,2.761,1.12,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13254,BRA,South America,Brazil,2020-12-07,6623911.0,20371.0,41147.571,177317.0,376.0,599.571,31162.634,95.837,193.582,834.2,1.7690000000000001,2.821,1.11,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13255,BRA,South America,Brazil,2020-12-08,6674999.0,51088.0,41173.143,178159.0,842.0,620.286,31402.981,240.347,193.702,838.1610000000001,3.9610000000000003,2.918,1.1,63.43,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13256,BRA,South America,Brazil,2020-12-09,6728452.0,53453.0,41686.0,178995.0,836.0,640.0,31654.453999999998,251.47299999999998,196.115,842.0939999999999,3.9330000000000003,3.011,1.1,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13257,BRA,South America,Brazil,2020-12-10,6781799.0,53347.0,42102.143,179765.0,770.0,642.143,31905.428,250.975,198.072,845.717,3.623,3.0210000000000004,1.09,60.65,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13258,BRA,South America,Brazil,2020-12-11,6836227.0,54428.0,43179.857,180437.0,672.0,639.0,32161.488999999998,256.06,203.143,848.878,3.161,3.0060000000000002,1.09,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13259,BRA,South America,Brazil,2020-12-12,6880127.0,43900.0,43278.570999999996,181123.0,686.0,642.143,32368.019,206.53,203.607,852.105,3.227,3.0210000000000004,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13260,BRA,South America,Brazil,2020-12-13,6901952.0,21825.0,42630.28599999999,181402.0,279.0,637.286,32470.696,102.677,200.55700000000002,853.418,1.3130000000000002,2.998,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13261,BRA,South America,Brazil,2020-12-14,6927145.0,25193.0,43319.143,181835.0,433.0,645.429,32589.217999999997,118.522,203.798,855.455,2.037,3.036,1.08,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13262,BRA,South America,Brazil,2020-12-15,6970034.0,42889.0,42147.857,182799.0,964.0,662.857,32790.992999999995,201.774,198.287,859.99,4.535,3.1180000000000003,1.07,67.13,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13263,BRA,South America,Brazil,2020-12-16,7040608.0,70574.0,44593.71400000001,183735.0,936.0,677.143,33123.013,332.02,209.794,864.3939999999999,4.4030000000000005,3.1860000000000004,1.07,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13264,BRA,South America,Brazil,2020-12-17,7110434.0,69826.0,46947.857,184827.0,1092.0,723.143,33451.513999999996,328.501,220.86900000000003,869.5310000000001,5.1370000000000005,3.4019999999999997,1.06,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13265,BRA,South America,Brazil,2020-12-18,7162978.0,52544.0,46678.71400000001,185650.0,823.0,744.7139999999999,33698.711,247.197,219.60299999999998,873.403,3.872,3.5039999999999996,1.05,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13266,BRA,South America,Brazil,2020-12-19,7213155.0,50177.0,47575.429000000004,186356.0,706.0,747.571,33934.772000000004,236.06099999999998,223.822,876.7239999999999,3.321,3.517,1.04,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13267,BRA,South America,Brazil,2020-12-20,7238600.0,25445.0,48092.570999999996,186764.0,408.0,766.0,34054.479,119.708,226.255,878.6439999999999,1.919,3.6039999999999996,1.03,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13268,BRA,South America,Brazil,2020-12-21,7263619.0,25019.0,48067.71400000001,187291.0,527.0,779.429,34172.183,117.704,226.138,881.123,2.479,3.667,1.01,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13269,BRA,South America,Brazil,2020-12-22,7318821.0,55202.0,49826.71400000001,188259.0,968.0,780.0,34431.884,259.702,234.41299999999998,885.677,4.553999999999999,3.67,1.0,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13270,BRA,South America,Brazil,2020-12-23,7365517.0,46696.0,46415.570999999996,189220.0,961.0,783.571,34651.568999999996,219.68400000000003,218.365,890.198,4.521,3.6860000000000004,0.98,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13271,BRA,South America,Brazil,2020-12-24,7423945.0,58428.0,44787.28599999999,189982.0,762.0,736.429,34926.447,274.878,210.705,893.783,3.585,3.465,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13272,BRA,South America,Brazil,2020-12-25,7448560.0,24615.0,40797.429,190488.0,506.0,691.143,35042.25,115.803,191.93400000000003,896.164,2.381,3.252,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13273,BRA,South America,Brazil,2020-12-26,7465806.0,17246.0,36093.0,190795.0,307.0,634.143,35123.385,81.135,169.80200000000002,897.6080000000001,1.444,2.983,0.97,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
13274,BRA,South America,Brazil,2020-12-27,7484285.0,18479.0,35097.857,191139.0,344.0,625.0,35210.321,86.936,165.12,899.2260000000001,1.618,2.94,0.98,64.35,212559409.0,25.04,33.5,8.552,5.06,14103.452,177.96099999999998,8.11,10.1,2.2,75.88,0.765,Em Desenvolvimento,Media_estringencia,População com muitos velhos,Pouco Povoado
